Eye_EuclidDist_mean,Eye_VericalDist_mean,Eye_HorizDist_mean,Eye_EuclidDist_median,Eye_VericalDist_median,Eye_HorizDist_median,Eye_EuclidDist_var,Eye_VericalDist_var,Eye_HorizDist_var,Eye_EuclidDist_max,Eye_VericalDist_max,Eye_HorizDist_max,Eye_EuclidDist_min,Eye_VericalDist_min,Eye_HorizDist_min,Eye_EuclidDist_sum,Eye_VericalDist_sum,Eye_HorizDist_sum,Eye_Velocity_mean,Eye_Velocity_median,Eye_Velocity_var,Eye_Velocity_max,Eye_Velocity_min,Eye_VerticalVelocity_mean,Eye_VerticalVelocity_median,Eye_VerticalVelocity_var,Eye_VerticalVelocity_max,Eye_VerticalVelocity_min,Eye_HorizVelocity_mean,Eye_HorizVelocity_median,Eye_HorizVelocity_var,Eye_HorizVelocity_max,Eye_HorizVelocity_min,GSR_tonic_mean,GSR_tonic_median,GSR_tonic_var,GSR_tonic_max,GSR_tonic_min,GSR_tonic_sum_s,GSR_phasic_mean,GSR_phasic_median,GSR_phasic_var,GSR_phasic_max,GSR_phasic_min,GSR_phasic_sum_s,TMSum_mean,TMSum_median,TMSum_var,TMSum_max,TMSum_min,TMCount_mean,TMCount_median,TMCount_var,TMCount_max,TMCount_min,participant,diffValence,valenceCode,valenceCodeBinary,arousalCode,arousalCodeBinary
325.8993557910497,-96.23611111116668,-56.6458333335,325.8993557910497,-96.23611111116668,-56.6458333335,85171.07597675218,120849.1309094816,182446.94144700578,910.9961885520784,303.227272727,632.06060606,4.527692569068709,-669.1666666670001,-618.1666666670001,3584.8929137015466,-577.4166666670001,-339.875000001,20.996310184476123,-8.380966707311153,164169.96352608377,852.7714086040185,-498.72313828960347,-194.4787878788,-13.5,239166.1173495441,323.727272727,-793.4166666670001,-250.04545454540002,8.833333333000041,323085.6023082438,381.227272727,-1017.7878787870001,-0.030463148427033584,0.09579153325763871,0.8482452668599784,1.8426734969352825,-1.8590319931097943,-1.5231574213516792,0.0002711839167795986,0.00027206882634786376,0.004740866726405491,0.23027870600125808,-0.23020613115048355,0.01355919583897993,2774.82740909071,3240.0,716887.6612554484,3329.0,656.0,3.7708888888888996,4.0,0.6669230078563214,5.0,2.0,P6,-1,4,1,2,-1
53.58110120860819,-2.2058823529411766,6.914285714285715,53.58110120860819,-2.2058823529411766,6.914285714285715,9899.312240423307,1450.471479500891,3900.404201680672,657.4049360934248,64.5,242.5,1.0,-144.0,-129.5,3000.5416676820587,-75.0,242.0,-0.5618360088437687,-0.9987492255940964,13426.7839788047,463.73963202478166,-590.0903760042435,0.3484848484848485,2.0,4437.695075757576,150.5,-156.5,-0.9117647058823529,-3.75,10941.795008912653,240.5,-232.0,-0.034529623107909746,-0.23669613351520902,0.7387458612959504,2.374148761238566,-1.1166432436593714,-1.7264811553954873,0.0003759965846225513,-2.077983394030685e-05,0.0029022074738429527,0.22838670654469292,-0.18876171575531103,0.018799829231127566,2880.2166666668,2788.5,69153.84932666164,3389.0,2406.0,4.14,4.0,0.12161616161616166,5.0,4.0,P6,-1,4,1,2,-1
38.80611480102754,-4.821428571428571,-21.93103448275862,38.80611480102754,-4.821428571428571,-21.93103448275862,24433.70740690224,760.5780423280422,24384.6736453202,834.6870671095845,57.5,88.0,0.5,-123.5,-825.5,2134.3363140565148,-135.0,-636.0,15.231484278840519,-0.09629120178362593,12764.826506210722,820.6870671095845,-74.52683209061533,2.0925925925925926,-0.5,1874.7507122507122,181.0,-109.5,-29.660714285714285,-0.5,30123.834325396823,84.0,-911.5,-0.0013127920106174563,0.03176392573794016,1.008012950115065,1.3626061405033256,-1.8471840061067772,-0.06563960053087281,-0.00010998381461965693,4.9559564185644564e-05,0.000384425851148602,0.041514810584707344,-0.04599119422100572,-0.0054991907309828465,3367.275,3370.0,15225.815025252525,3571.0,3004.0,4.0,4.0,0.0,4.0,4.0,P6,-1,4,1,2,-1
115.96760719880766,-0.36666666666666664,-34.03846153846154,115.96760719880766,-0.36666666666666664,-34.03846153846154,70857.53436219474,846.6367816091954,69571.51846153846,800.1562347441904,72.0,751.5,1.0,-75.5,-771.5,5914.347967139191,-11.0,-885.0,-15.861703338646496,-0.2639320225002102,61245.215718644446,777.1712536453656,-795.1562347441904,-0.10344827586206896,-0.5,1213.3103448275858,100.0,-76.5,-0.36,-2.0,145880.3025,1523.0,-777.0,0.00186715714267089,0.3669414346999704,0.9712786586294938,0.9944572759079255,-2.1148069000087326,0.0933578571335445,9.88770907621893e-05,-0.0003012111629656421,0.0011712774506004466,0.10344809943850426,-0.08470273972765695,0.004943854538109465,2836.525,3297.5,1298383.9210858587,3442.0,0.0,3.145,4.0,1.6984595959595963,4.0,0.0,P6,-1,4,1,2,-1
52.39704780454907,-0.8529411764705882,-31.105263157894736,52.39704780454907,-0.8529411764705882,-31.105263157894736,23085.42724007874,160.35650623885914,23951.61024182077,935.0262028413963,58.0,73.0,0.5,-23.0,-935.0,3248.616963882042,-29.0,-1182.0,6.171215512343224,0.8218544151266947,40108.80809593994,888.496642344869,-808.3573432112568,0.21212121212121213,-0.5,260.6723484848485,45.0,-63.5,-2.77027027027027,1.0,44594.258258258255,809.0,-955.0,-0.028126903533343094,-0.05675157546269319,0.7974451373074596,1.8687083980569974,-1.3437503459658156,-1.4063451766671546,-0.0004376539780380269,0.0005815492476757629,0.001975092365084695,0.19132441163108108,-0.20648832083316013,-0.021882698901901344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P6,-1,4,1,2,-1
46.94980848512318,-0.3072916666562495,34.25,46.94980848512318,-0.3072916666562495,34.25,18556.5041166354,2666.9954648287676,20280.029193548387,695.1836088401394,144.5,680.0,0.5,-232.5,-144.0,2816.9885091073907,-9.833333332999985,1096.0,-0.46244527538070923,0.008583011428846987,21530.149525081866,682.6840512236282,-691.8295068738897,-0.0967741935483871,-1.0,8094.665285542499,377.0,-270.5,0.9516129032258065,-0.5,41523.5064139785,682.0,-678.5,-0.013575597582570088,-0.1339130286397081,0.9434060474898733,1.9641001624976513,-1.242908716063912,-0.6787798791285043,0.00010515702452221783,-2.194227235892624e-05,0.0009727180942670094,0.10028601791405352,-0.09153598548618003,0.005257851226110891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P6,-1,4,1,2,-1
24.035848398065276,0.6756756756756757,18.328125,24.035848398065276,0.6756756756756757,18.328125,13098.59280984258,2328.1974474474473,12654.638860887097,679.73174855968,177.5,634.0,0.5,-214.5,-29.5,1610.4018426703735,25.0,586.5,-0.18406653617669175,-0.22244152574159842,13755.085770210317,677.73174855968,-654.378500560278,-1.8611111111111112,-1.0,6579.1658730158715,392.0,-212.5,0.9354838709677419,-0.5,26833.279032258066,635.0,-633.5,-0.0005319399301613425,-0.3387069415677254,0.995377691195839,1.885707109476444,-1.0041407283956802,-0.026596996508067128,-7.771753298197083e-05,-2.707275715354904e-06,0.0005477913082637488,0.060637198513757,-0.062076530060652294,-0.0038858766490985413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P6,-1,4,1,2,-1
23.400562933108525,-2.7419354838709675,7.930107526870969,23.400562933108525,-2.7419354838709675,7.930107526870969,10451.402583674693,91.6978494623656,20513.418100368235,668.1683919492151,4.0,655.0,0.5,-49.0,-433.66666666699996,1497.6360277189456,-85.0,245.83333333300004,0.03272306052077503,-0.22244152574159842,14205.49301379735,446.3551571976185,-660.1683919492151,0.2,-0.5,198.7862068965517,50.0,-48.0,0.11666666666666288,-0.5,61769.3930076978,1088.6666666669998,-647.0,-0.0013979996677323692,0.5479979984199453,0.9901512815961657,0.8672797693832126,-2.2011188661493857,-0.06989998338661846,-5.242255273733421e-05,1.926653470408037e-05,0.000397932835470219,0.05187070787111528,-0.05436132662176875,-0.0026211276368667104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P6,-1,4,1,2,-1
15.499315709540449,4.702127659574468,1.3414634146341464,15.499315709540449,4.702127659574468,1.3414634146341464,1410.4877154081005,701.2245605920446,1985.805487804878,194.33540593520266,144.0,130.5,0.5,-26.0,-165.5,1162.4486782155336,221.0,55.0,-0.014345308281200175,-0.22244152574159842,1444.8505169912664,173.8706911341398,-100.11624652481522,-0.010869565217391304,-0.5,688.7721014492753,98.0,-89.0,-0.025,-0.5,2178.3070512820514,95.5,-168.5,0.0001932242813584839,0.10063197388273985,1.0002629151447844,1.402152488850749,-1.6965607810969636,0.009661214067924195,0.00030806458735058926,0.0008255356961415876,0.0002706517769311511,0.04572547835984326,-0.04095344443445495,0.015403229367529464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P6,-1,4,1,2,-1
118.35380408340865,2.4375,57.0,118.35380408340865,2.4375,57.0,61629.685080177136,5099.53125,156799.7142857143,878.7923531756521,70.0,876.0,1.0,-158.0,-585.0,3550.6141225022593,19.5,456.0,0.04007854000581403,-1.0,112045.64595866506,865.7923531756521,-869.2731796862723,2.0,-11.0,12385.083333333334,187.0,-156.0,-6.428571428571429,-31.0,338307.619047619,863.0,-767.0,-0.008008615160503678,-0.23949295365188072,0.9601587397370184,2.105385697459696,-1.140746198536685,-0.4004307580251839,-4.5985732765033704e-05,-0.00011960242164768282,0.000684939442063635,0.07349624695820192,-0.08918165515527553,-0.0022992866382516852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P6,-1,4,1,2,-1
89.95773938000275,32.0,-332.5,89.95773938000275,32.0,-332.5,32914.21115874655,1152.0,223780.5,720.5173488542798,56.0,2.0,1.0,8.0,-667.0,3148.5208783000962,64.0,-665.0,13.659881025730467,-0.8236696252178676,42226.598804903006,711.4619637161423,-430.540555309086,48.0,48.0,8905.452358008171,48.0,48.0,669.0,669.0,63478.667243589734,669.0,669.0,0.0008099294882524899,-0.018532856938398203,0.6872653274497554,1.3505253018721355,-1.4584496953039503,0.040496474412624495,3.727580095531204e-06,-0.00019113241410264508,0.012023689347431208,0.3160566666423223,-0.33344207649299057,0.0001863790047765602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P6,-1,4,1,2,-1
61.969005584015655,8.166666666666666,-14.2,61.969005584015655,8.166666666666666,-14.2,18226.39397565625,4066.233333333332,33229.81428571428,476.3213201190978,159.0,449.0,1.0,-205.0,-366.5,1673.1631507684226,171.5,-213.0,-18.181375724755146,-0.20710678118654757,18498.436312174737,418.35605885547454,-472.3213201190978,-7.8,-0.5,9508.194736842106,320.0,-203.5,-31.928571428571427,-0.5,45361.3021978022,479.5,-450.0,0.02158604005625061,0.4864071271853059,0.9570237271558706,1.476398384289085,-1.4341868301470184,1.0793020028125304,-0.0006094758543919858,-0.0002827405323057908,0.0022340715054081574,0.1566449486126497,-0.15654143154167036,-0.030473792719599293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P6,-1,4,1,2,-1
35.97143356978775,0.9883720930232558,6.6063829787234045,35.97143356978775,0.9883720930232558,6.6063829787234045,4075.6948619632176,319.67248062015506,5889.281914893616,324.8876728963412,42.0,228.0,1.0,-74.5,-324.0,2446.057482745567,42.5,310.5,0.9429170847710926,-0.22244152574159842,4147.767518804559,217.2509839116957,-247.78384679153626,0.5476190476190477,0.75,362.93670150987225,50.0,-60.0,1.4673913043478262,0.25,6092.2933574879235,247.0,-223.0,-0.013194043311214796,-0.11592577244070221,0.8505067447134143,2.3028712203727273,-1.0829965591890498,-0.6597021655607398,0.0006767864059561682,0.0009934393948730527,0.004045141590842299,0.17980889500392874,-0.1950653663805243,0.03383932029780841,3017.17,3414.5,1516793.1475757577,4342.5,0.0,3.92,5.0,2.4733333333333336,5.0,0.0,P6,-1,4,1,2,-1
58.360463476421835,-3.933333333333333,7.470588235294118,58.360463476421835,-3.933333333333333,7.470588235294118,18297.278554929922,9851.066666666668,24453.60845588235,518.8087316150336,150.5,496.5,1.4142135623730951,-329.0,-378.0,1517.3720503869677,-59.0,127.0,0.7030093204789932,1.3284271247461903,20547.774738489545,495.29278531982703,-477.23349860305876,3.142857142857143,-1.0,27405.016483516483,479.5,-326.0,-2.71875,-1.75,76712.13229166667,874.5,-494.0,-0.0007139071018002951,0.09560208459089806,1.006298817285974,1.3394699600748685,-1.7460891326394945,-0.03569535509001476,0.0002851028981838604,-0.0008224941659714458,0.0002998295748598297,0.042056547199002696,-0.04076235019678832,0.014255144909193022,2157.885,2184.0,300210.4437121213,2985.0,874.0,3.6,4.0,0.5202020202020201,5.0,2.0,P6,-1,4,1,2,-1
