Timestamp,Number,GazepointX (L),GazepointY (L),CamX (L),CamY (L),Distance (L),Pupil (L),Validity (L),GazepointX (R),GazepointY (R),CamX (R),CamY (R),Distance (R),Pupil (R),Validity (R),Fixation,GazepointX,GazepointY,Event,Event Key,Data 1,Data 2,Description,eventFixation
1787, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1032,462,,3.0
155749, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-117,153,,289.0
168025, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-117,153,,316.0
169425, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-117,153,,320.0
172241, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-117,153,,326.0
178304, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-117,153,,342.0
179606, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-117,153,,346.0
181303, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-117,153,,350.0
182232, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-117,153,,352.0
183207, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-117,153,,354.0
184223, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-117,153,,357.0
185207, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-117,153,,358.0
220057, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-122,173,,434.0
227623, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,451.0
229664, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,456.0
231415, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,459.0
232631, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,461.0
233575, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,463.0
234567, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,467.0
235726, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,469.0
236822, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,472.0
238118, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,477.0
239031, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,478.0
240221, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,480.0
242907, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,489.0
243901, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,493.0
245764, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,500.0
247157, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,505.0
248333, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,508.0
249340, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,510.0
250228, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,512.0
251548, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,517.0
252452, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,519.0
254523, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,526.0
257890, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,535.0
258995, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,540.0
261770, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,548.0
263130, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,551.0
264002, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,553.0
264794, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,556.0
265657, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,558.0
267457, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,562.0
268673, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,565.0
271560, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,573.0
272505, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,576.0
273328, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,578.0
274232, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,579.0
276920, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,589.0
277591, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,590.0
278439, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-125,203,,592.0
286502, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-126,222,,607.0
290949, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-126,222,,625.0
291861, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-126,222,,627.0
294629, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-126,222,,635.0
295581, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-126,222,,636.0
299844, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-126,222,,646.0
302787, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-126,222,,654.0
303715, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-126,222,,658.0
