Timestamp,Number,GazepointX (L),GazepointY (L),CamX(L),CamY(L),Distance(L),Pupil (L),Validity (L),GazepointX (R),GazepointY (R),CamX(R),CamY(R),Distance(R),Pupil (R),Validity (R),Fixation,GazepointX,GazepointY,Event,EventKey,Data 1,Data 2,Description,eventFixation
1121854, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,0,721,,2645.0
1122638, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,0,721,,2647.0
1124149, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1002,354,,2647.0
1126422, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-991,360,,2652.0
1127126, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-991,360,,2653.0
1128277, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-983,363,,2656.0
1129235, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-983,363,,2657.0
1130031, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-983,363,,2658.0
1130989, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-983,363,,2660.0
1132037, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-983,363,,2661.0
1134796, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-983,363,,2668.0
1135868, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-982,363,,2671.0
1137597, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-982,363,,2674.0
1138595, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-982,363,,2677.0
1141523, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-982,363,,2687.0
1142627, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-982,363,,2690.0
1143506, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-982,363,,2691.0
1145930, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-982,363,,2697.0
1147691, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-982,363,,2703.0
1148562, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-982,363,,2704.0
1149314, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-982,363,,2705.0
1150163, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-982,363,,2707.0
1153329, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-982,363,,2720.0
1153945, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-982,363,,2722.0
1155113, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-982,363,,2726.0
1155857, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-982,363,,2729.0
1156761, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-982,363,,2730.0
1188894, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-957,371,,2815.0
1190555, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-954,369,,2820.0
1191595, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-954,369,,2821.0
1195987, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-952,369,,2831.0
1196770, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-952,369,,2833.0
1197905, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-952,369,,2835.0
1199474, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-952,369,,2839.0
1200297, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-948,369,,2841.0
1201146, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-948,369,,2844.0
1201857, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-948,369,,2845.0
1202593, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-948,369,,2846.0
1203465, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-948,369,,2847.0
1217647, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-927,437,,2885.0
1219998, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-927,437,,2893.0
1220722, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-927,437,,2895.0
1221365, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-927,437,,2897.0
1222086, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-927,437,,2899.0
