Timestamp,Number,GazepointX (L),GazepointY (L),CamX (L),CamY (L),Distance (L),Pupil (L),Validity (L),GazepointX (R),GazepointY (R),CamX (R),CamY (R),Distance (R),Pupil (R),Validity (R),Fixation,GazepointX,GazepointY,Event,Event Key,Data 1,Data 2,Description,eventFixation
4942, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-55,296,,14.0
139721, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-514,253,,338.0
141056, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-320,258,,340.0
147455, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-273,260,,352.0
150799, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-273,260,,358.0
154101, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-273,260,,363.0
163093, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-495,359,,382.0
166107, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-492,358,,389.0
168435, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-491,358,,393.0
170834, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-271,367,,398.0
172562, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-272,367,,400.0
207965, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-44,242,,475.0
210685, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-44,242,,481.0
214900, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-44,242,,490.0
216988, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-44,242,,493.0
218811, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-44,242,,497.0
223250, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-44,242,,505.0
225178, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-44,242,,509.0
226650, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-44,242,,512.0
227915, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-44,242,,513.0
235065, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-44,242,,534.0
237128, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-44,242,,538.0
239207, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-44,242,,543.0
242143, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-44,242,,550.0
243735, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-44,242,,552.0
245391, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-44,242,,554.0
