Timestamp,Number,GazepointX (L),GazepointY (L),CamX (L),CamY (L),Distance (L),Pupil (L),Validity (L),GazepointX (R),GazepointY (R),CamX (R),CamY (R),Distance (R),Pupil (R),Validity (R),Fixation,GazepointX,GazepointY,Event,Event Key,Data 1,Data 2,Description,eventFixation
23390, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-983,54,,40.0
142804, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1144,571,,277.0
145172, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1144,571,,281.0
146220, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1144,571,,283.0
147436, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1144,571,,288.0
153195, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1152,593,,306.0
155250, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1104,586,,312.0
156418, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1104,586,,315.0
157465, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1104,586,,316.0
214112, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-602,348,,428.0
215217, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-601,321,,431.0
216265, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-561,306,,432.0
236469, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-617,290,,480.0
259952, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1259,397,,535.0
262905, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1262,429,,541.0
264696, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1249,381,,542.0
267295, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1249,381,,550.0
268375, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1141,361,,552.0
270519, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1121,611,,559.0
278095, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1209,556,,569.0
279701, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1210,552,,574.0
281053, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1210,552,,576.0
282381, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1196,661,,580.0
286204, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-903,317,,585.0
291075, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-785,423,,591.0
293572, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-738,416,,595.0
294523, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-850,383,,597.0
295547, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-870,433,,600.0
297067, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-879,767,,604.0
303035, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-673,324,,612.0
303906, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-673,324,,614.0
308128, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-633,296,,619.0
318767, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-818,377,,642.0
321670, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-329,508,,645.0
322494, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-517,557,,646.0
323486, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-657,624,,648.0
328997, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1184,633,,651.0
329998, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1180,560,,657.0
332781, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1280,1,,662.0
333669, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-836,53,,665.0
334588, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-780,457,,668.0
338459, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-497,497,,679.0
340259, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-338,2,,680.0
341187, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-707,0,,683.0
341955, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-889,1,,685.0
342675, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-873,219,,686.0
350706, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-878,587,,695.0
363353, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1152,877,,726.0
366120, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1139,929,,728.0
366918, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1121,983,,730.0
368726, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-602,1023,,734.0
375813, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-38,1022,,743.0
376701, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-42,1023,,746.0
380541, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-42,1023,,756.0
386635, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-234,976,,764.0
387475, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-414,942,,767.0
389131, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-340,983,,770.0
390203, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-313,981,,773.0
392186, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-214,1023,,777.0
393010, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-214,1023,,780.0
395395, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-361,803,,786.0
396410, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-361,803,,788.0
408351, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-427,915,,808.0
409848, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-285,918,,811.0
412367, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-285,918,,816.0
413311, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-156,930,,817.0
419542, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-322,739,,833.0
421350, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-410,806,,839.0
422151, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-410,806,,841.0
422934, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-410,806,,843.0
427181, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-528,1023,,845.0
429565, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-398,1023,,849.0
431833, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-398,1023,,853.0
432817, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-395,1023,,857.0
435779, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-395,1023,,858.0
436755, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-395,1023,,861.0
438731, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-395,1023,,864.0
446146, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-395,1023,,870.0
447217, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-395,1023,,873.0
448121, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-395,1023,,874.0
480724, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-413,1004,,923.0
482163, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-413,1004,,924.0
485555, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-283,1021,,929.0
494330, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-621,964,,939.0
495177, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-621,964,,942.0
497073, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-622,964,,946.0
498664, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-523,937,,947.0
501073, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-511,954,,950.0
508151, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-231,954,,958.0
509663, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-231,954,,961.0
516062, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-235,959,,978.0
517078, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-235,959,,980.0
523804, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-235,959,,993.0
525212, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-223,983,,994.0
528643, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-183,974,,999.0
531171, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-348,908,,1004.0
538658, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-603,800,,1016.0
542017, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-710,879,,1020.0
543090, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-710,877,,1021.0
543993, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-709,877,,1023.0
545513, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-709,877,,1024.0
546256, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-707,876,,1025.0
548825, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-705,876,,1029.0
550936, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-708,881,,1032.0
552080, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-708,880,,1034.0
553504, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-724,881,,1036.0
555607, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-739,900,,1039.0
557551, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1005,859,,1044.0
559062, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-996,997,,1048.0
559814, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-996,993,,1050.0
576643, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1055,978,,1075.0
578124, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1049,1006,,1078.0
581163, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1081,1023,,1087.0
582107, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1084,958,,1088.0
583082, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-973,940,,1091.0
585673, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-747,931,,1095.0
589481, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-503,736,,1099.0
593241, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-643,728,,1106.0
594034, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-643,728,,1107.0
595297, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-643,728,,1108.0
596089, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-643,728,,1109.0
597025, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-643,728,,1110.0
598952, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-643,728,,1115.0
599872, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-607,861,,1117.0
607111, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-623,823,,1133.0
610574, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-808,886,,1135.0
612960, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-806,885,,1146.0
613493, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-804,887,,1148.0
617141, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-677,949,,1155.0
620756, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-680,950,,1159.0
623187, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-680,950,,1166.0
623956, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-680,950,,1168.0
625730, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-679,953,,1169.0
632923, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1083,913,,1183.0
635546, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1085,943,,1184.0
638562, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1083,940,,1189.0
643569, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1075,942,,1197.0
648336, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1277,785,,1201.0
659902, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1144,971,,1224.0
660661, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1133,921,,1225.0
661581, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1262,821,,1226.0
662326, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1206,863,,1228.0
665157, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1279,981,,1230.0
670292, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1171,1016,,1238.0
674148, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1168,920,,1248.0
674908, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1280,898,,1251.0
677466, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1280,1017,,1253.0
678155, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1118,1023,,1257.0
679867, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-726,986,,1258.0
681194, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-661,881,,1263.0
681778, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-850,846,,1264.0
688657, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1280,967,,1274.0
690552, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1175,994,,1276.0
