Timestamp,Number,GazepointX (L),GazepointY (L),CamX (L),CamY (L),Distance (L),Pupil (L),Validity (L),GazepointX (R),GazepointY (R),CamX (R),CamY (R),Distance (R),Pupil (R),Validity (R),Fixation,GazepointX,GazepointY,Event,Event Key,Data 1,Data 2,Description,eventFixation
1997, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1111,351,,5.0
3383, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-1014,146,,8.0
11430, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-486,686,,32.0
145319, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-255,515,,399.0
149103, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-255,515,,410.0
168988, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-255,515,,462.0
172200, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-257,512,,471.0
173962, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-256,511,,477.0
175499, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-255,505,,481.0
177010, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-255,505,,483.0
178226, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-255,505,,485.0
240807, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-153,441,,671.0
244174, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-153,441,,681.0
245518, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-153,441,,684.0
255963, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-153,441,,716.0
259948, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-153,441,,727.0
261108, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-153,441,,730.0
274991, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-153,441,,770.0
277033, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-153,441,,776.0
278337, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-153,441,,782.0
282046, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-153,441,,792.0
285856, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-153,441,,804.0
287624, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-153,441,,808.0
298374, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-153,441,,840.0
299997, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-153,441,,844.0
303109, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-150,439,,852.0
304837, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-150,439,,855.0
307853, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-151,439,,865.0
309716, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-151,439,,871.0
315803, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-151,439,,888.0
317274, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-151,439,,893.0
318210, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-150,444,,894.0
319850, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-157,434,,900.0
321649, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-157,434,,907.0
322466, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-157,434,,909.0
323785, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-157,434,,915.0
330937, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-157,434,,931.0
332193, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-157,434,,936.0
334002, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-157,434,,941.0
335312, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-157,434,,946.0
336716, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-157,434,,952.0
389510, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-160,433,,1113.0
391022, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-161,431,,1118.0
391886, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-162,425,,1120.0
393142, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-163,425,,1123.0
395414, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-165,424,,1131.0
402876, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-170,417,,1150.0
404436, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-170,411,,1156.0
406668, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-170,411,,1162.0
417154, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-172,408,,1192.0
418122, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-172,408,,1194.0
419370, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-172,408,,1198.0
420258, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-172,408,,1201.0
422793, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-172,408,,1209.0
424582, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-172,408,,1214.0
425537, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-172,408,,1215.0
426736, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-172,408,,1219.0
428344, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-172,408,,1225.0
434279, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-172,408,,1240.0
436222, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-172,408,,1246.0
437822, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-172,408,,1251.0
440703, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-172,408,,1260.0
441574, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-172,408,,1262.0
444405, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-173,405,,1269.0
447389, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-173,405,,1278.0
448610, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-173,405,,1282.0
449316, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-173,405,,1285.0
454636, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-173,405,,1298.0
456523, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-173,405,,1303.0
457315, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-173,405,,1306.0
459347, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-173,405,,1311.0
461106, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-173,405,,1314.0
463330, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-173,405,,1324.0
464810, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-173,405,,1327.0
465970, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-173,405,,1330.0
498332, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-156,384,,1421.0
500021, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-156,384,,1428.0
501659, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-156,384,,1433.0
503268, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-156,384,,1438.0
507217, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-156,384,,1450.0
511898, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-156,384,,1465.0
515257, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-156,384,,1475.0
516881, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-156,384,,1481.0
518249, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-156,384,,1484.0
521257, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-156,384,,1489.0
522920, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-156,384,,1494.0
530503, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-168,383,,1520.0
531727, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-168,383,,1525.0
533332, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-168,383,,1529.0
534908, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-168,383,,1533.0
537726, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-168,383,,1540.0
539554, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-168,383,,1545.0
541189, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-168,383,,1553.0
565090, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-71,458,,1615.0
566734, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-78,459,,1618.0
571360, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-83,460,,1630.0
579663, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-96,461,,1654.0
580724, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-96,461,,1657.0
581703, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-96,461,,1659.0
582974, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-96,461,,1663.0
584166, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-96,461,,1665.0
587086, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,457,,1673.0
589009, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,457,,1677.0
591157, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,457,,1682.0
595964, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,457,,1695.0
608090, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,457,,1727.0
609801, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,457,,1732.0
611201, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1738.0
612453, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1741.0
613953, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1743.0
617801, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1757.0
619048, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1759.0
624079, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1774.0
625679, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1778.0
626980, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1780.0
628143, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1785.0
630398, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1790.0
631998, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1794.0
633270, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1797.0
634438, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1800.0
637933, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1811.0
639117, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1813.0
639988, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1816.0
641668, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1820.0
642893, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-101,456,,1824.0
683077, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-236,297,,1937.0
684486, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-236,297,,1941.0
685326, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-237,298,,1943.0
689613, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-246,300,,1954.0
691148, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-246,300,,1958.0
694292, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-246,300,,1967.0
696211, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-246,300,,1974.0
697147, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-246,300,,1978.0
704138, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-259,304,,1999.0
706122, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-259,304,,2006.0
707601, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-259,304,,2010.0
708806, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-259,304,,2013.0
709689, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-259,304,,2017.0
710985, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-259,304,,2020.0
713816, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-259,304,,2028.0
715083, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-259,304,,2031.0
716750, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-259,304,,2036.0
717255, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-259,304,,2039.0
743428, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-262,311,,2112.0
744696, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-262,311,,2115.0
747627, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-262,311,,2123.0
753586, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-277,322,,2140.0
755538, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-277,322,,2146.0
758777, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-277,322,,2154.0
760136, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-277,322,,2157.0
761320, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-281,325,,2160.0
763137, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-281,325,,2165.0
763808, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-281,325,,2168.0
764912, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-281,325,,2170.0
765752, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-281,323,,2172.0
767094, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-281,323,,2177.0
769999, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-281,323,,2183.0
770766, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-281,324,,2186.0
774011, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-281,324,,2194.0
776550, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-281,324,,2201.0
777662, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-281,322,,2204.0
778958, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-281,322,,2207.0
781059, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-281,322,,2212.0
782621, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-281,322,,2216.0
785732, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-284,323,,2222.0
787089, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-284,323,,2225.0
788580, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-284,323,,2228.0
791920, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-283,328,,2238.0
794414, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-283,328,,2247.0
796473, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-283,328,,2254.0
798930, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-283,328,,2261.0
800411, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-283,328,,2265.0
802258, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-283,328,,2270.0
803673, , , , , , , ,5, , , , , , ,5, , , ,LMouseButton,1,-283,328,,2274.0
